quote,author,tags
"i can never read all the books i want i can never be all the people i want and live all the lives i want. i can never train myself in all the skills i want. and why do i want? i want to live and feel all the shades, tones and variations of mental and physical experience possible in my life. and i am horribly limited.","Sylvia Plath,","['books', 'life', 'limits']"
but better to get hurt by the truth than comforted with a lie.,Khaled Hosseini,['life']
books are the ultimate dumpees put them down and theyâll wait for you forever pay attention to them and they always love you back.,"John Green,","['books', 'reading']"
"we believe in ordinary acts of bravery, in the courage that drives one person to stand up for another.","Veronica Roth,","['inspirational-quotes', 'strength-and-courage']"
"there is nothing better than a friend, unless it is a friend with chocolate.",Linda Grayson,"['chocolate', 'friendship']"
"so its not gonna be easy. its going to be really hard were gonna have to work at this everyday, but i want to do that because i want you. i want all of you, forever, everyday. you and me... everyday.","Nicholas Sparks,","['love', 'marriage']"
the truth is rarely pure and never simple.,"Oscar Wilde,",['truth']
"there are infinite numbers between 0 and 1. theres .1 and .12 and .112 and an infinite collection of others. of course, there is a bigger infinite set of numbers between 0 and 2, or between 0 and a million. some infinities are bigger than other infinities. a writer we used to like taught us that. there are days, many of them, when i resent the size of my unbounded set. i want more numbers than im likely to get, and god, i want more numbers for augustus waters than he got. but, gus, my love, i cannot tell you how thankful i am for our little infinity. i wouldnt trade it for the world. you gave me a forever within the numbered days, and im grateful.","John Green,",['infinity']
"... a mind needs books as a sword needs a whetstone, if it is to keep its edge.","George R.R. Martin,","['books', 'mind']"
"the truth."" dumbledore sighed. ""it is a beautiful and terrible thing, and should therefore be treated with great caution.","J.K. Rowling,",['truth']
"i believe in christianity as i believe that the sun has risen not only because i see it, but because by it i see everything else.",C.S. Lewis,"['christianity', 'faith', 'religion', 'sun']"
the fear of death follows from the fear of life. a man who lives fully is prepared to die at any time.,Mark Twain,"['death', 'life']"
"remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of lord voldemort. remember cedric diggory.","J.K. Rowling,",['integrity']
memories warm you up from the inside. but they also tear you apart.,"Haruki Murakami,",['memories']
a lie can travel half way around the world while the truth is putting on its shoes.,Mark Twain,"['misattributed-mark-twain', 'truth']"
never tell the truth to people who are not worthy of it.,Mark Twain,['truth']
be nice to nerds. you may end up working for them. we all could.,"Charles J. Sykes,","['humor', 'misattributed-to-bill-gates', 'nerd', 'nerds', 'work']"
"just when you think it cant get any worse, it can. and just when you think it cant get any better, it can.","Nicholas Sparks,","['life', 'love']"
tis better to have loved and lostthan never to have loved at all.,"Alfred Lord Tennyson,","['love', 'paraphrase-of-congreve']"
knowing yourself is the beginning of all wisdom.,Aristotle,"['introspection', 'self-discovery', 'wisdom']"
"its so hard to forget pain, but its even harder to remember sweetness. we have no scar to show for happiness. we learn so little from peace.","Chuck Palahniuk,","['happiness', 'pain', 'peace', 'scar', 'sweetness']"
"i love you as certain dark things are to be loved, in secret, between the shadow and the soul.","Pablo Neruda,","['love', 'poetry']"
"do you remember me telling you we are practicing nonverbal spells, potter?""""yes,"" said harry stiffly.""yes, sir.""""theres no need to call me ""sir"" professor.""the words had escaped him before he knew what he was saying.","J.K. Rowling,","['humor', 'rebellion', 'sarcasm']"
only the very weakminded refuse to be influenced by literature and poetry.,"Cassandra Clare,","['books', 'literature', 'philosphy', 'poetry', 'reading']"
its the possibility of having a dream come true that makes life interesting.,"Paulo Coelho,",['inspirational']
"be not afraid of greatness. some are born great, some achieve greatness, and others have greatness thrust upon them.","William Shakespeare,",['greatness']
"what youre supposed to do when you dont like a thing is change it. if you cant change it, change the way you think about it. dont complain.","Maya Angelou,","['1993', 'advice', 'complaining', 'inspirational']"
happiness in intelligent people is the rarest thing i know.,"Ernest Hemingway,",['happiness']
a day without laughter is a day wasted.,Nicolas Chamfort,['philosophy']
"heâs not perfect. you arenât either, and the two of you will never be perfect. but if he can make you laugh at least once, causes you to think twice, and if he admits to being human and making mistakes, hold onto him and give him the most you can. he isnât going to quote poetry, heâs not thinking about you every moment, but he will give you a part of him that he knows you could break. donât hurt him, donât change him, and donât expect for more than he can give. donât analyze. smile when he makes you happy, yell when he makes you mad, and miss him when heâs not there. love hard when there is love to be had. because perfect guys donât exist, but thereâs always one guy that is perfect for you.",Bob Marley,"['inspirational', 'love']"
"a persons a person, no matter how small.","Dr. Seuss,",['inspirational']
the only true wisdom is in knowing you know nothing.,Socrates,"['knowledge', 'wisdom']"
perhaps one did not want to be loved so much as to be understood.,"George Orwell,",['truth']
"yes i am a dreamer. for a dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.","Oscar Wilde,","['dreaming', 'dreams', 'imagination']"
"when adults say, ""teenagers think they are invincible"" with that sly, stupid smile on their faces, they dont know how right they are. we need never be hopeless, because we can never be irreparably broken. we think that we are invincible because we are. we cannot be born, and we cannot die. like all energy, we can only change shapes and sizes and manifestations. they forget that when they get old. they get scared of losing and failing. but that part of us greater than the sum of our parts cannot begin and cannot end, and so it cannot fail.","John Green,","['invincible', 'teenagers', 'teens']"
"i became insane, with long intervals of horrible sanity.",Edgar Allan Poe,"['insanity', 'sanity']"
"oh, i wouldnt mind, hazel grace. it would be a privilege to have my heart broken by you.","John Green,","['augustus-waters', 'hazel', 'heartbreak', 'privilege']"
"jesus!"" luke exclaimed.""actually, its just me,"" said simon. ""although ive been told the resemblance is startling.",Cassandra Clare,"['humor', 'jace-wayland', 'simon-lewis']"
"when we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. the friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares.","Henri Nouwen,","['empathy', 'friends', 'friendship', 'inspirational']"
